,neighbourhood_group_cleansed,availability_30,is_location_exact,host_identity_verified,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,price,Price_Person_Night,room_type,security_deposit,cleaning_fee,number_of_reviews,cancellation_policy,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_value,extra_people,guests_included,accommodates,host_is_superhost,instant_bookable
1110,Centro,14,t,t,1.0,1.0,1.0,2,1125,30.8879,30.8879,Private room,0.0,0.0,37,moderate,4.57,91.0,9.0,9.0,9.388789785,1,2,f,f
1111,Centro,17,f,t,1.0,1.0,1.0,1,1125,28.7577,28.7577,Private room,0.0,7.511031828,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,t
1112,Centro,12,f,f,1.0,1.0,1.0,3,1125,21.302,21.302,Private room,0.0,0.0,0,moderate,0.0,0.0,0.0,0.0,0.0,1,1,f,f
1113,Centro,8,t,t,2.5,2.0,2.0,1,15,90.5335,90.5335,Entire_home/apt,140.831846775,18.77757957,11,moderate,1.23,98.0,10.0,10.0,0.0,1,6,f,f
1114,Centro,8,t,t,1.5,1.0,2.0,1,1125,111.8355,55.91775,Entire_home/apt,140.831846775,32.8607642475,123,moderate,5.03,90.0,9.0,9.0,9.388789785,2,6,f,f
1115,Centro,21,f,t,1.0,1.0,2.0,2,4,53.255,53.255,Entire_home/apt,112.66547742,23.4719744625,8,flexible,0.41,83.0,10.0,8.0,14.0831846775,1,4,f,f
1116,Centro,6,f,f,1.0,1.0,1.0,1,15,53.255,53.255,Entire_home/apt,187.7757957,17.8387005915,7,strict,1.04,91.0,9.0,9.0,11.266547742,1,2,f,f
1117,Centro,10,f,t,1.0,1.0,1.0,1,1125,56.4503,56.4503,Entire_home/apt,93.88789785,14.0831846775,4,strict,4.0,90.0,10.0,8.0,0.0,1,2,f,f
1118,Centro,9,t,t,1.0,1.0,2.0,2,1125,55.3852,27.6926,Entire_home/apt,93.88789785,18.77757957,150,strict,5.67,95.0,10.0,10.0,9.388789785,2,4,f,f
1119,Centro,11,t,f,1.0,1.0,1.0,3,20,53.255,53.255,Entire_home/apt,0.0,28.166369355,101,strict,2.29,79.0,8.0,8.0,0.0,1,2,f,f
1120,Centro,17,t,f,1.0,1.0,1.0,2,6,80.9476,40.4738,Entire_home/apt,93.88789785,23.4719744625,2,flexible,0.5,100.0,10.0,9.0,9.388789785,2,3,f,t
1121,Centro,15,t,f,1.0,1.0,1.0,1,1125,58.5805,58.5805,Private room,281.66369355,14.0831846775,50,moderate,2.75,98.0,10.0,10.0,0.0,1,2,t,t
1122,Centro,1,f,t,1.0,1.0,1.0,1,1125,41.5389,41.5389,Entire_home/apt,0.0,18.77757957,122,strict,5.89,88.0,10.0,9.0,0.0,1,2,f,t
1123,Centro,3,t,t,1.0,0.0,2.0,3,1000,44.7342,22.3671,Entire_home/apt,0.0,14.0831846775,82,strict,4.71,91.0,10.0,9.0,8.4499108065,2,3,f,t
1124,Centro,16,t,t,1.0,1.0,1.0,1,1125,59.6456,59.6456,Entire_home/apt,0.0,23.4719744625,0,strict,0.0,0.0,0.0,0.0,0.0,1,4,f,t
1125,Centro,7,t,t,2.5,5.0,6.0,2,1125,203.4341,40.68682,Entire_home/apt,375.5515914,49.7605858605,15,strict,3.75,91.0,9.0,9.0,16.899821613,5,12,f,f
1126,Centro,3,t,t,1.0,0.0,2.0,3,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,63,moderate,3.14,93.0,10.0,10.0,7.511031828,2,3,f,t
1127,Centro,6,t,t,1.0,0.0,1.0,4,1125,47.9295,23.96475,Entire_home/apt,140.831846775,18.77757957,35,strict,2.76,95.0,10.0,9.0,14.0831846775,2,3,f,f
1128,Centro,8,t,t,1.0,1.0,4.0,4,1125,53.255,53.255,Entire_home/apt,140.831846775,0.0,80,moderate,1.6,79.0,8.0,8.0,0.0,1,6,f,f
1129,Centro,13,t,t,1.0,1.0,1.0,2,1125,42.604,42.604,Private room,93.88789785,9.388789785,15,strict,3.49,100.0,10.0,10.0,0.0,1,2,f,f
1130,Centro,1,t,t,1.0,0.0,3.0,3,30,53.255,26.6275,Entire_home/apt,469.43948925,46.0050699465,7,strict,0.63,86.0,8.0,9.0,9.388789785,2,4,f,f
1131,Centro,12,t,f,2.0,2.0,4.0,2,1125,133.1375,44.3791666667,Entire_home/apt,187.7757957,65.721528495,2,strict,0.12,100.0,10.0,8.0,9.388789785,3,6,f,t
1132,Centro,28,t,f,1.0,1.0,1.0,2,730,53.255,53.255,Private room,469.43948925,9.388789785,0,flexible,0.0,0.0,0.0,0.0,23.4719744625,1,1,f,f
1133,Centro,6,t,f,1.0,2.0,3.0,2,1125,127.812,21.302,Entire_home/apt,140.831846775,37.55515914,1,strict,1.0,100.0,8.0,8.0,28.166369355,6,6,f,t
1134,Centro,3,t,f,1.0,1.0,1.0,3,5,74.557,74.557,Entire_home/apt,187.7757957,0.0,2,moderate,0.38,100.0,10.0,10.0,0.0,1,2,f,f
1135,Centro,9,t,t,1.0,3.0,4.0,2,1125,90.5335,45.26675,Entire_home/apt,140.831846775,23.4719744625,19,moderate,1.44,97.0,9.0,10.0,14.0831846775,2,6,t,f
1136,Centro,20,f,t,1.0,2.0,2.0,1,1125,133.1375,133.1375,Entire_home/apt,0.0,0.0,21,flexible,1.55,87.0,9.0,8.0,0.0,1,5,f,f
1137,Centro,27,t,f,1.0,1.0,2.0,1,90,117.161,29.29025,Private room,0.0,0.0,2,strict,0.34,100.0,10.0,8.0,4.6943948925,4,4,f,t
1138,Centro,7,t,t,1.0,1.0,2.0,4,1125,53.255,26.6275,Entire_home/apt,0.0,0.0,150,flexible,2.57,93.0,9.0,9.0,9.388789785,2,4,f,f
1139,Centro,7,t,t,1.0,0.0,2.0,3,90,53.255,26.6275,Entire_home/apt,0.0,18.77757957,26,moderate,0.94,86.0,9.0,9.0,7.511031828,2,4,f,t
1140,Centro,4,t,f,1.0,2.0,5.0,3,1125,74.557,37.2785,Entire_home/apt,93.88789785,37.55515914,39,flexible,0.85,83.0,9.0,8.0,8.4499108065,2,6,f,t
1141,Centro,0,t,t,1.0,0.0,1.0,2,90,53.255,26.6275,Entire_home/apt,0.0,0.0,48,moderate,1.81,92.0,9.0,9.0,18.77757957,2,2,f,f
1142,Centro,17,f,t,1.0,1.0,1.0,1,1125,42.604,42.604,Private room,93.88789785,0.0,0,strict,0.0,0.0,0.0,0.0,9.388789785,1,2,f,f
1143,Centro,26,f,t,1.0,1.0,1.0,3,1125,41.5389,41.5389,Private room,0.0,11.266547742,15,moderate,0.67,89.0,9.0,9.0,5.633273871,1,2,f,f
1144,Centro,4,t,f,2.0,3.0,5.0,3,1125,170.416,170.416,Entire_home/apt,469.43948925,84.499108065,8,strict,2.5,100.0,10.0,10.0,0.0,1,7,f,t
1145,Centro,25,f,f,1.0,1.0,1.0,2,1125,63.906,63.906,Entire_home/apt,0.0,18.77757957,1,moderate,0.31,20.0,2.0,2.0,0.0,1,2,f,f
1146,Centro,8,t,t,1.0,1.0,2.0,2,1125,101.1845,50.59225,Entire_home/apt,187.7757957,37.55515914,17,strict,0.5,88.0,10.0,9.0,18.77757957,2,4,f,t
1147,Centro,10,t,t,1.0,1.0,2.0,3,1125,62.8409,31.42045,Entire_home/apt,140.831846775,37.55515914,7,strict,4.67,100.0,10.0,10.0,9.388789785,2,4,t,f
1148,Centro,9,t,f,1.0,1.0,1.0,2,1125,74.557,37.2785,Entire_home/apt,120.176509248,22.533095484,11,flexible,1.99,93.0,10.0,9.0,9.388789785,2,4,f,f
1149,Centro,18,t,f,2.0,1.0,3.0,1,31,39.4087,39.4087,Private room,0.0,4.6943948925,0,flexible,0.0,0.0,0.0,0.0,14.0831846775,1,3,f,f
1150,Centro,3,t,f,1.0,1.0,1.0,2,1125,36.2134,36.2134,Entire_home/apt,140.831846775,32.8607642475,77,moderate,3.43,84.0,9.0,9.0,0.0,1,2,f,t
1151,Centro,6,t,f,1.0,1.0,1.0,1,1125,34.0832,34.0832,Private room,0.0,0.0,3,flexible,1.43,100.0,10.0,10.0,0.0,1,2,f,f
1152,Centro,13,t,t,1.0,1.0,2.0,1,365,105.4449,26.361225,Entire_home/apt,93.88789785,28.166369355,184,strict,5.84,93.0,9.0,9.0,0.0,4,4,f,t
1153,Centro,3,f,t,1.0,1.0,2.0,4,1125,69.2315,34.61575,Entire_home/apt,0.0,0.0,19,strict,0.49,92.0,10.0,9.0,4.6943948925,2,4,f,f
1154,Centro,11,f,f,2.0,3.0,5.0,3,365,127.812,127.812,Entire_home/apt,187.7757957,0.0,38,moderate,0.9,85.0,9.0,9.0,0.0,1,6,f,f
1155,Centro,4,t,t,1.0,0.0,2.0,3,1125,47.9295,23.96475,Entire_home/apt,0.0,18.77757957,36,moderate,1.47,92.0,10.0,9.0,7.511031828,2,4,f,t
1156,Centro,14,t,t,1.0,1.0,2.0,2,1125,63.906,21.302,Entire_home/apt,0.0,0.0,48,flexible,1.43,92.0,10.0,9.0,9.388789785,3,4,f,t
1157,Centro,14,t,f,2.0,4.0,8.0,1,90,213.02,53.255,Private room,0.0,0.0,7,strict,1.78,94.0,8.0,9.0,4.6943948925,4,12,f,t
1158,Centro,4,t,f,1.0,1.0,1.0,1,1127,42.604,42.604,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,f
1159,Centro,1,t,t,1.0,2.0,4.0,3,1125,101.1845,25.296125,Entire_home/apt,140.831846775,0.0,181,moderate,4.46,96.0,10.0,10.0,9.388789785,4,6,t,f
1160,Centro,0,t,t,1.0,1.0,3.0,2,1125,85.208,42.604,Entire_home/apt,93.88789785,14.0831846775,86,flexible,3.83,96.0,10.0,10.0,9.388789785,2,4,f,t
1161,Centro,12,t,t,1.0,0.0,2.0,3,90,53.255,26.6275,Entire_home/apt,0.0,18.77757957,53,moderate,1.84,89.0,9.0,9.0,7.511031828,2,4,f,t
1162,Centro,8,f,t,1.0,1.0,1.0,2,10,21.302,21.302,Private room,0.0,9.388789785,5,flexible,1.39,95.0,10.0,9.0,15.022063656,1,2,f,f
1163,Centro,16,t,f,2.0,2.0,4.0,1,90,159.765,39.94125,Private room,0.0,0.0,2,strict,0.86,100.0,9.0,10.0,4.6943948925,4,8,f,t
1164,Centro,7,t,t,1.0,1.0,1.0,1,1125,26.6275,26.6275,Private room,93.88789785,9.388789785,11,strict,0.53,96.0,9.0,9.0,23.4719744625,1,2,f,f
1165,Centro,21,t,t,1.0,1.0,1.0,2,60,37.2785,37.2785,Private room,0.0,0.0,43,strict,1.4,97.0,10.0,10.0,0.0,1,1,t,f
1166,Centro,11,t,t,1.0,1.0,1.0,1,10,29.8228,29.8228,Private room,0.0,4.6943948925,3,moderate,3.0,100.0,10.0,10.0,0.0,1,1,f,f
1167,Centro,4,t,f,1.0,1.0,1.0,1,1125,22.3671,22.3671,Private room,0.0,0.0,141,strict,7.28,88.0,9.0,9.0,5.633273871,1,2,f,t
1168,Centro,12,t,t,1.0,0.0,2.0,3,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,44,moderate,1.77,91.0,10.0,9.0,7.511031828,2,4,f,t
1169,Centro,3,t,t,1.0,2.0,4.0,2,1125,74.557,24.8523333333,Entire_home/apt,0.0,28.166369355,71,strict,1.54,96.0,10.0,10.0,9.388789785,3,6,f,f
1170,Centro,14,t,t,1.0,1.0,3.0,2,30,85.208,42.604,Entire_home/apt,187.7757957,23.4719744625,1,flexible,0.32,80.0,10.0,10.0,18.77757957,2,4,f,t
1171,Centro,7,t,t,1.0,1.0,1.0,1,1125,79.8825,79.8825,Entire_home/apt,93.88789785,23.4719744625,0,strict,0.0,0.0,0.0,0.0,0.0,1,2,t,t
1172,Centro,1,t,t,1.0,0.0,1.0,2,30000,69.2315,34.61575,Entire_home/apt,0.0,18.77757957,67,strict,5.14,93.0,10.0,10.0,9.388789785,2,3,t,t
1173,Centro,17,f,f,0.0,1.0,1.0,1,30,27.6926,27.6926,Private room,0.0,7.511031828,19,strict,1.86,91.0,9.0,9.0,0.0,1,1,f,t
1174,Centro,11,t,t,1.0,2.0,3.0,2,1125,53.255,17.7516666667,Entire_home/apt,93.88789785,37.55515914,52,strict,3.51,93.0,9.0,9.0,14.0831846775,3,4,f,f
1175,Centro,11,t,t,1.0,2.0,2.0,3,90,63.906,31.953,Entire_home/apt,0.0,23.4719744625,8,moderate,1.14,93.0,10.0,9.0,14.0831846775,2,4,f,t
1176,Centro,12,f,t,3.0,3.0,4.0,2,1125,126.7469,42.2489666667,Entire_home/apt,187.7757957,27.2274903765,35,strict,4.38,91.0,9.0,9.0,14.0831846775,3,7,f,t
1177,Centro,9,t,t,1.0,0.0,2.0,3,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,54,moderate,2.19,94.0,10.0,9.0,7.511031828,2,3,f,t
1178,Centro,13,f,t,1.0,0.0,1.0,2,1125,53.255,26.6275,Entire_home/apt,93.88789785,18.77757957,30,moderate,5.11,96.0,10.0,10.0,14.0831846775,2,2,t,t
1179,Centro,14,t,t,1.5,1.0,1.0,1,1125,26.6275,26.6275,Private room,0.0,0.0,86,flexible,3.3,78.0,8.0,8.0,4.6943948925,1,2,f,t
1180,Centro,5,t,t,1.0,1.0,2.0,1,1125,74.557,37.2785,Entire_home/apt,140.831846775,28.166369355,48,strict,3.44,96.0,10.0,10.0,14.0831846775,2,4,f,t
1181,Centro,2,t,f,1.0,1.0,1.0,1,1125,62.8409,62.8409,Private room,0.0,0.0,192,moderate,4.56,97.0,10.0,10.0,0.0,1,2,t,f
1182,Centro,13,f,f,1.0,1.0,1.0,2,2,84.1429,84.1429,Entire_home/apt,0.0,0.0,4,strict,0.99,85.0,9.0,9.0,0.0,1,4,f,f
1183,Centro,10,f,f,1.0,1.0,1.0,2,1125,35.1483,35.1483,Private room,0.0,0.0,4,flexible,2.11,90.0,10.0,9.0,0.0,1,2,f,f
1184,Centro,5,f,f,1.0,1.0,2.0,3,1125,37.2785,37.2785,Entire_home/apt,0.0,0.0,28,moderate,3.65,86.0,9.0,9.0,0.0,1,3,f,t
1185,Centro,11,t,t,2.0,2.0,3.0,3,1125,149.114,149.114,Entire_home/apt,469.43948925,84.499108065,18,strict,0.72,90.0,9.0,9.0,0.0,1,4,f,t
1186,Centro,14,f,t,1.5,0.0,1.0,3,1125,51.1248,25.5624,Entire_home/apt,0.0,9.388789785,32,strict,1.39,76.0,8.0,8.0,14.0831846775,2,3,f,f
1187,Centro,1,t,f,1.0,1.0,2.0,2,1125,79.8825,79.8825,Entire_home/apt,0.0,6.5721528495,83,flexible,5.83,93.0,10.0,9.0,0.0,1,3,f,t
1188,Centro,6,t,f,1.0,2.0,2.0,3,1125,101.1845,101.1845,Entire_home/apt,0.0,0.0,9,flexible,3.75,100.0,10.0,10.0,0.0,1,4,f,t
1189,Centro,3,t,f,1.0,2.0,4.0,2,365,63.906,21.302,Entire_home/apt,0.0,0.0,165,moderate,3.91,88.0,9.0,9.0,14.0831846775,3,7,f,f
1190,Centro,3,f,t,1.0,1.0,2.0,4,1125,58.5805,29.29025,Entire_home/apt,93.88789785,0.0,55,moderate,3.86,95.0,10.0,10.0,11.266547742,2,4,t,f
1191,Centro,8,t,t,1.0,1.0,1.0,3,30,35.1483,35.1483,Private room,0.0,0.0,165,moderate,4.29,95.0,9.0,9.0,9.388789785,1,2,f,t
1192,Centro,6,t,t,1.0,1.0,1.0,1,1125,26.6275,8.87583333333,Private room,0.0,7.511031828,6,moderate,0.49,93.0,10.0,10.0,14.0831846775,3,2,f,f
1193,Centro,0,t,t,1.0,0.0,2.0,3,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,43,moderate,1.74,91.0,10.0,9.0,7.511031828,2,4,f,t
1194,Centro,17,f,t,1.0,1.0,1.0,1,1125,52.1899,52.1899,Entire_home/apt,0.0,18.77757957,71,strict,4.28,81.0,9.0,8.0,0.0,1,2,f,t
1195,Centro,7,t,t,1.0,1.0,2.0,3,90,69.2315,34.61575,Entire_home/apt,93.88789785,14.0831846775,7,strict,1.5,97.0,10.0,9.0,9.388789785,2,4,f,t
1196,Centro,3,f,f,1.0,1.0,2.0,3,1125,57.5154,28.7577,Entire_home/apt,140.831846775,23.4719744625,24,moderate,4.34,98.0,10.0,10.0,9.388789785,2,3,t,f
1197,Centro,14,f,f,1.0,0.0,1.0,2,1125,47.9295,47.9295,Entire_home/apt,0.0,9.388789785,6,flexible,4.39,83.0,9.0,9.0,0.0,1,2,f,f
1198,Centro,5,t,t,1.0,2.0,4.0,2,365,52.1899,52.1899,Entire_home/apt,0.0,18.77757957,124,strict,3.43,81.0,9.0,8.0,0.0,1,4,f,f
1199,Centro,15,f,t,1.0,1.0,2.0,1,1125,53.255,26.6275,Entire_home/apt,234.719744625,14.0831846775,97,strict,5.88,81.0,8.0,8.0,23.4719744625,2,4,f,t
1200,Centro,9,t,f,1.5,1.0,2.0,5,1125,122.4865,61.24325,Entire_home/apt,469.43948925,32.8607642475,0,moderate,0.0,0.0,0.0,0.0,9.388789785,2,4,f,f
1201,Centro,1,t,f,1.0,1.0,1.0,3,28,69.2315,34.61575,Entire_home/apt,84.499108065,18.77757957,56,moderate,3.01,96.0,10.0,10.0,0.0,2,2,f,t
1202,Centro,24,t,f,1.0,1.0,2.0,1,1125,45.7993,45.7993,Private room,0.0,0.0,2,flexible,0.28,80.0,8.0,7.0,0.0,1,2,f,t
1203,Centro,2,t,t,1.0,2.0,2.0,1,1125,48.9946,48.9946,Entire_home/apt,93.88789785,0.0,352,strict,6.45,93.0,9.0,9.0,11.266547742,1,4,f,f
1204,Centro,30,f,f,1.0,1.0,1.0,1,730,156.5697,156.5697,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,f
1205,Centro,7,t,t,1.0,3.0,5.0,3,60,133.1375,133.1375,Entire_home/apt,140.831846775,23.4719744625,6,strict,0.77,97.0,9.0,9.0,0.0,1,7,f,t
1206,Centro,30,f,t,2.0,1.0,6.0,3,1125,37.2785,37.2785,Private room,0.0,0.0,2,strict,0.11,100.0,10.0,9.0,23.4719744625,1,6,f,f
1207,Centro,8,f,t,1.0,3.0,5.0,3,1125,159.765,39.94125,Entire_home/apt,0.0,56.33273871,70,moderate,1.62,90.0,9.0,9.0,18.77757957,4,6,f,t
1208,Centro,2,t,t,1.0,2.0,5.0,3,30,106.51,26.6275,Entire_home/apt,234.719744625,37.55515914,32,strict,4.82,98.0,10.0,10.0,15.9609426345,4,6,t,t
1209,Centro,9,t,t,3.0,3.0,5.0,3,1125,223.671,37.2785,Entire_home/apt,187.7757957,75.11031828,17,moderate,3.7,100.0,10.0,10.0,18.77757957,6,8,f,t
1210,Centro,16,t,f,2.0,2.0,4.0,2,1125,143.7885,35.947125,Entire_home/apt,187.7757957,51.6383438175,0,strict,0.0,0.0,0.0,0.0,9.388789785,4,6,f,t
1211,Centro,15,t,t,1.0,1.0,1.0,2,120,69.2315,34.61575,Entire_home/apt,0.0,14.0831846775,20,strict,1.61,85.0,9.0,9.0,9.388789785,2,3,f,t
1212,Centro,11,t,f,1.0,1.0,2.0,2,365,62.8409,31.42045,Entire_home/apt,187.7757957,0.0,35,moderate,0.74,73.0,7.0,7.0,14.0831846775,2,3,f,f
1213,Centro,6,t,t,1.0,0.0,2.0,3,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,15,moderate,2.83,92.0,9.0,9.0,7.511031828,2,4,f,t
1214,Centro,7,f,t,1.5,1.0,2.0,1,1125,82.0127,82.0127,Entire_home/apt,0.0,23.4719744625,7,moderate,6.18,89.0,9.0,10.0,0.0,1,4,f,t
1215,Centro,10,t,t,1.23,1.0,2.0,2,365,58.5805,29.29025,Entire_home/apt,0.0,11.266547742,331,strict,4.95,86.0,9.0,9.0,9.388789785,2,3,f,t
1216,Centro,3,t,t,1.0,1.0,2.0,2,1125,50.0597,50.0597,Entire_home/apt,93.88789785,14.0831846775,13,strict,1.78,94.0,10.0,9.0,9.388789785,1,3,f,t
1217,Centro,30,t,t,1.0,1.0,1.0,1,1125,42.604,42.604,Private room,0.0,8.4499108065,1,flexible,0.06,100.0,10.0,10.0,18.77757957,1,2,f,f
1218,Centro,9,t,f,1.0,1.0,2.0,2,1125,79.8825,39.94125,Entire_home/apt,187.7757957,28.166369355,142,moderate,2.96,95.0,10.0,10.0,11.266547742,2,4,t,f
1219,Centro,6,t,t,1.0,3.0,3.0,3,1125,21.302,21.302,Private room,187.7757957,9.388789785,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,f
1220,Centro,17,t,t,1.0,1.0,2.0,2,45,58.5805,29.29025,Entire_home/apt,112.66547742,23.4719744625,24,moderate,1.55,84.0,9.0,9.0,9.388789785,2,3,f,t
1221,Centro,19,t,t,1.0,1.0,2.0,1,30,44.7342,44.7342,Private room,187.7757957,0.0,32,moderate,0.58,93.0,9.0,9.0,18.77757957,1,2,f,f
1222,Centro,5,t,f,1.0,1.0,1.0,2,1125,74.557,74.557,Private room,0.0,0.0,27,flexible,2.84,92.0,10.0,9.0,0.0,1,2,f,f
1223,Centro,21,t,t,1.5,1.0,1.0,1,1125,27.6926,27.6926,Private room,0.0,0.0,34,moderate,3.12,91.0,9.0,9.0,15.9609426345,1,2,f,f
1224,Centro,7,t,t,1.0,1.0,2.0,7,1125,53.255,53.255,Entire_home/apt,187.7757957,23.4719744625,6,strict,0.19,93.0,9.0,9.0,18.77757957,1,2,f,f
1225,Centro,2,f,t,1.0,1.0,2.0,3,1125,63.906,31.953,Entire_home/apt,84.499108065,23.4719744625,32,moderate,3.27,93.0,9.0,9.0,14.0831846775,2,2,f,t
1226,Centro,6,t,t,1.0,1.0,1.0,1,1125,37.2785,37.2785,Private room,0.0,4.6943948925,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,f,f
1227,Centro,9,t,f,1.0,2.0,4.0,2,1125,149.114,74.557,Entire_home/apt,187.7757957,56.33273871,0,strict,0.0,0.0,0.0,0.0,18.77757957,2,6,f,t
1228,Centro,3,f,t,1.0,1.0,1.0,2,1125,41.5389,41.5389,Entire_home/apt,93.88789785,18.77757957,6,moderate,3.21,97.0,10.0,10.0,0.0,1,2,f,t
1229,Centro,14,f,t,1.0,1.0,1.0,1,1125,74.557,74.557,Entire_home/apt,93.88789785,23.4719744625,4,strict,4.0,100.0,10.0,10.0,0.0,1,2,t,t
1230,Centro,0,t,t,1.0,3.0,4.0,2,1125,58.5805,29.29025,Entire_home/apt,93.88789785,23.4719744625,75,strict,3.19,78.0,8.0,8.0,18.77757957,2,7,f,f
1231,Centro,1,t,t,1.0,1.0,2.0,2,999,55.3852,27.6926,Entire_home/apt,0.0,18.77757957,35,flexible,5.47,95.0,10.0,10.0,9.388789785,2,3,f,t
1232,Centro,0,t,t,1.0,1.0,1.0,1,15,28.7577,14.37885,Private room,0.0,0.0,93,moderate,4.57,86.0,9.0,9.0,9.388789785,2,2,f,f
1233,Centro,6,f,t,2.0,2.0,5.0,2,1125,106.51,106.51,Entire_home/apt,187.7757957,28.166369355,71,strict,4.42,81.0,8.0,8.0,0.0,1,6,f,f
1234,Centro,15,f,t,1.0,1.0,2.0,1,1125,62.8409,31.42045,Entire_home/apt,0.0,18.77757957,56,strict,6.0,95.0,10.0,9.0,9.388789785,2,4,f,f
1235,Centro,7,t,t,1.5,1.0,1.0,1,1125,94.7939,94.7939,Entire_home/apt,187.7757957,28.166369355,8,moderate,0.46,94.0,9.0,9.0,0.0,1,2,f,f
1236,Centro,6,f,t,2.0,0.0,1.0,6,1125,42.604,42.604,Private room,187.7757957,28.166369355,0,strict,0.0,0.0,0.0,0.0,0.0,1,1,f,t
1237,Centro,3,f,t,1.0,1.0,2.0,2,1125,74.557,74.557,Entire_home/apt,187.7757957,18.77757957,72,flexible,4.01,89.0,9.0,9.0,0.0,1,4,f,t
1238,Centro,2,t,t,1.0,1.0,2.0,1,6,26.6275,26.6275,Private room,0.0,0.0,8,moderate,6.86,98.0,10.0,10.0,0.0,1,2,f,f
1239,Centro,12,f,f,2.0,1.0,1.0,1,4,26.6275,26.6275,Private room,0.0,9.388789785,19,flexible,3.0,93.0,9.0,9.0,4.6943948925,1,2,f,f
1240,Centro,14,f,t,1.0,1.0,1.0,1,1125,25.5624,25.5624,Private room,0.0,9.388789785,2,flexible,1.05,100.0,10.0,10.0,18.77757957,1,2,f,t
1241,Centro,14,f,f,1.0,1.0,1.0,1,1125,25.5624,25.5624,Private room,0.0,9.388789785,0,flexible,0.0,0.0,0.0,0.0,18.77757957,1,2,f,t
1242,Centro,5,t,f,1.0,1.0,2.0,2,1125,51.1248,17.0416,Entire_home/apt,0.0,0.0,104,strict,5.51,91.0,10.0,9.0,6.5721528495,3,4,f,t
1243,Centro,8,t,f,2.0,2.0,3.0,5,365,62.8409,62.8409,Entire_home/apt,0.0,18.77757957,31,strict,1.33,85.0,9.0,9.0,0.0,1,6,f,f
1244,Centro,5,f,t,1.0,2.0,2.0,2,1125,78.8174,19.70435,Entire_home/apt,0.0,18.77757957,91,flexible,4.71,96.0,10.0,10.0,14.0831846775,4,4,t,t
1245,Centro,12,t,t,1.0,0.0,1.0,4,1125,63.906,63.906,Entire_home/apt,0.0,0.0,55,flexible,3.0,95.0,10.0,9.0,0.0,1,2,f,f
1246,Centro,7,t,f,1.0,1.0,2.0,2,40,69.2315,34.61575,Entire_home/apt,122.054267205,23.4719744625,37,moderate,2.28,90.0,9.0,9.0,9.388789785,2,4,f,t
1247,Centro,2,t,t,1.0,1.0,3.0,3,90,53.255,26.6275,Entire_home/apt,0.0,46.943948925,141,moderate,2.62,95.0,10.0,10.0,18.77757957,2,5,f,f
1248,Centro,29,f,f,1.0,1.0,1.0,3,1125,47.9295,47.9295,Private room,0.0,28.166369355,0,strict,0.0,0.0,0.0,0.0,28.166369355,1,2,f,f
1249,Centro,15,t,t,1.0,2.0,2.0,3,14,74.557,37.2785,Entire_home/apt,0.0,28.166369355,0,strict,0.0,0.0,0.0,0.0,14.0831846775,2,4,f,f
1250,Centro,2,t,t,2.0,1.0,1.0,2,30,18.1067,18.1067,Private room,0.0,0.0,37,flexible,3.68,90.0,9.0,9.0,0.0,1,1,f,t
1251,Centro,6,t,t,2.0,2.0,4.0,1,1125,105.4449,52.72245,Entire_home/apt,84.499108065,18.77757957,56,strict,3.08,96.0,10.0,10.0,18.77757957,2,6,t,f
1252,Centro,5,t,t,1.0,1.0,2.0,3,28,73.4919,36.74595,Entire_home/apt,187.7757957,18.77757957,124,moderate,4.66,95.0,10.0,10.0,9.388789785,2,4,f,f
1253,Centro,3,t,t,1.0,1.0,1.0,2,40,95.859,47.9295,Entire_home/apt,0.0,18.77757957,3,flexible,1.22,93.0,10.0,9.0,23.4719744625,2,3,f,f
1254,Centro,3,t,f,1.0,1.0,1.0,2,3,53.255,53.255,Private room,0.0,0.0,2,flexible,0.95,100.0,9.0,9.0,0.0,1,2,f,t
1255,Centro,14,t,t,1.0,1.0,2.0,2,1125,74.557,37.2785,Entire_home/apt,0.0,18.77757957,63,strict,2.85,84.0,9.0,8.0,9.388789785,2,4,f,t
1256,Centro,5,f,t,1.0,0.0,1.0,2,1125,50.0597,25.02985,Entire_home/apt,92.9490188715,23.4719744625,24,strict,3.51,93.0,10.0,9.0,9.388789785,2,3,t,t
1257,Centro,15,t,t,2.0,3.0,4.0,3,1125,244.973,40.8288333333,Entire_home/apt,375.5515914,56.33273871,48,strict,1.07,97.0,10.0,10.0,18.77757957,6,8,t,f
1258,Centro,18,f,t,1.0,1.0,1.0,3,8,74.557,74.557,Entire_home/apt,0.0,28.166369355,13,moderate,0.88,94.0,9.0,9.0,0.0,1,2,f,f
