,neighbourhood_group_cleansed,availability_30,is_location_exact,host_identity_verified,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,price,Price_Person_Night,room_type,security_deposit,cleaning_fee,number_of_reviews,cancellation_policy,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_value,extra_people,guests_included,accommodates,host_is_superhost,instant_bookable
5045,Centro,4,f,t,1.0,1.0,1.0,1,1125,59.6456,59.6456,Private room,93.88789785,14.0831846775,45,strict,10.71,94.0,9.0,9.0,0.0,1,2,t,t
5046,Centro,2,f,t,1.0,1.0,1.0,1,1125,41.5389,41.5389,Private room,93.88789785,14.0831846775,31,strict,6.6,95.0,9.0,9.0,0.0,1,2,t,t
5047,Centro,6,f,t,2.0,3.0,7.0,3,1125,213.02,35.5033333333,Entire_home/apt,187.7757957,61.0271336025,64,strict,4.9,98.0,10.0,10.0,0.0,6,8,f,f
5048,Centro,6,t,t,1.0,1.0,1.0,2,180,42.604,42.604,Private room,79.8047131725,0.0,43,strict,0.77,93.0,10.0,10.0,0.0,1,2,f,f
5049,Centro,9,t,t,1.0,2.0,4.0,1,1125,85.208,42.604,Entire_home/apt,281.66369355,37.55515914,87,strict,3.63,92.0,10.0,9.0,9.388789785,2,6,f,f
5050,Centro,7,f,t,1.0,1.0,2.0,2,24,56.4503,14.112575,Entire_home/apt,0.0,18.77757957,27,moderate,3.39,94.0,9.0,10.0,18.77757957,4,4,f,t
5051,Centro,13,t,t,1.0,1.0,1.0,2,1125,40.4738,40.4738,Private room,0.0,14.0831846775,15,flexible,1.77,96.0,9.0,9.0,9.388789785,1,2,f,f
5052,Centro,11,t,f,1.0,1.0,1.0,1,1125,126.7469,25.34938,Entire_home/apt,93.88789785,28.166369355,0,strict,0.0,0.0,0.0,0.0,18.77757957,5,4,f,t
5053,Centro,23,t,f,1.0,2.0,4.0,2,1125,138.463,23.0771666667,Entire_home/apt,234.719744625,23.4719744625,51,strict,2.23,92.0,10.0,9.0,14.0831846775,6,8,f,f
5054,Centro,5,t,t,1.0,2.0,4.0,2,365,84.1429,42.07145,Entire_home/apt,0.0,0.0,72,strict,2.91,76.0,7.0,8.0,0.0,2,6,f,t
5055,Centro,6,f,t,0.0,1.0,1.0,2,1125,31.953,31.953,Private room,0.0,0.0,74,flexible,2.11,90.0,9.0,9.0,0.0,1,2,f,f
5056,Centro,5,t,t,1.0,1.0,1.0,2,30,66.0362,66.0362,Entire_home/apt,140.831846775,18.77757957,73,moderate,4.41,90.0,9.0,9.0,0.0,1,4,f,t
5057,Centro,11,t,f,2.0,2.0,2.0,2,1125,106.51,26.6275,Entire_home/apt,168.99821613,33.799643226,23,flexible,3.18,94.0,9.0,9.0,14.0831846775,4,5,f,f
5058,Centro,6,t,t,1.0,0.0,2.0,3,1125,44.7342,22.3671,Entire_home/apt,0.0,14.0831846775,11,moderate,0.83,93.0,9.0,9.0,11.266547742,2,4,f,t
5059,Centro,7,t,f,2.0,3.0,8.0,3,10,266.275,266.275,Entire_home/apt,0.0,0.0,15,moderate,0.4,88.0,8.0,8.0,0.0,1,8,f,f
5060,Centro,8,t,t,1.0,1.0,2.0,1,365,105.4449,26.361225,Entire_home/apt,93.88789785,28.166369355,47,strict,6.29,91.0,10.0,9.0,0.0,4,4,f,t
5061,Centro,3,t,t,1.0,2.0,2.0,1,1125,92.6637,46.33185,Entire_home/apt,93.88789785,32.8607642475,107,strict,4.45,96.0,10.0,10.0,14.0831846775,2,4,f,t
5062,Centro,8,f,f,1.0,2.0,3.0,2,1125,94.7939,94.7939,Entire_home/apt,0.0,28.166369355,17,strict,1.16,93.0,10.0,9.0,9.388789785,1,5,f,f
5063,Centro,8,t,t,1.0,0.0,2.0,1,1125,69.2315,34.61575,Entire_home/apt,93.88789785,0.0,87,moderate,3.09,84.0,9.0,9.0,14.0831846775,2,4,f,f
5064,Centro,12,f,f,1.0,1.0,1.0,2,1125,79.8825,79.8825,Entire_home/apt,0.0,0.0,2,flexible,0.61,100.0,10.0,10.0,0.0,1,2,f,f
5065,Centro,10,t,t,1.0,0.0,2.0,1,1125,58.5805,58.5805,Entire_home/apt,0.0,4.6943948925,1,strict,1.0,100.0,6.0,6.0,0.0,1,3,f,t
5066,Centro,5,f,f,1.0,2.0,3.0,1,1125,70.2966,14.05932,Entire_home/apt,0.0,9.388789785,16,strict,1.34,83.0,8.0,9.0,18.77757957,5,4,f,f
5067,Centro,8,f,t,2.0,3.0,4.0,2,1125,170.416,85.208,Entire_home/apt,281.66369355,37.55515914,14,moderate,1.58,99.0,10.0,10.0,9.388789785,2,8,t,t
5068,Centro,8,f,f,2.0,1.0,1.0,1,1125,37.2785,37.2785,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,f
5069,Centro,4,t,f,1.0,1.0,1.0,1,1125,61.7758,61.7758,Entire_home/apt,84.499108065,18.77757957,282,strict,6.33,94.0,9.0,9.0,0.0,1,2,t,f
5070,Centro,1,t,t,1.0,1.0,1.0,1,1125,52.1899,52.1899,Entire_home/apt,0.0,23.4719744625,61,strict,5.18,93.0,10.0,10.0,0.0,1,2,f,t
5071,Centro,3,f,f,1.0,1.0,3.0,1,1125,55.3852,11.07704,Entire_home/apt,0.0,14.0831846775,41,strict,3.45,84.0,9.0,9.0,14.0831846775,5,4,f,t
5072,Centro,15,f,t,1.0,0.0,3.0,3,60,79.8825,39.94125,Entire_home/apt,140.831846775,28.166369355,8,flexible,1.18,98.0,10.0,10.0,9.388789785,2,3,f,t
5073,Centro,3,t,t,1.0,2.0,3.0,2,1125,89.4684,44.7342,Entire_home/apt,187.7757957,32.8607642475,3,moderate,2.43,100.0,9.0,10.0,12.2054267205,2,6,f,t
5074,Centro,10,t,t,1.0,1.0,2.0,1,1125,83.0778,83.0778,Entire_home/apt,0.0,9.388789785,156,strict,7.97,91.0,9.0,9.0,0.0,1,4,f,t
5075,Centro,5,f,t,1.0,1.0,2.0,1,1125,63.906,31.953,Entire_home/apt,93.88789785,37.55515914,9,strict,2.7,91.0,9.0,9.0,18.77757957,2,4,f,f
5076,Centro,14,t,t,1.0,2.0,3.0,2,28,111.8355,55.91775,Entire_home/apt,187.7757957,28.166369355,41,moderate,2.3,96.0,10.0,10.0,0.0,2,3,f,f
5077,Centro,5,f,t,1.0,0.0,1.0,2,1125,51.1248,51.1248,Entire_home/apt,140.831846775,18.77757957,61,moderate,1.95,84.0,9.0,9.0,0.0,1,2,f,t
5078,Centro,9,t,t,1.0,1.0,2.0,3,1125,87.3382,43.6691,Entire_home/apt,0.0,0.0,7,strict,0.28,94.0,10.0,9.0,9.388789785,2,4,f,f
5079,Centro,3,t,f,1.0,1.0,2.0,2,29,96.9241,32.3080333333,Entire_home/apt,93.88789785,0.0,1,strict,0.07,100.0,10.0,10.0,0.0,3,4,f,t
5080,Centro,5,t,t,3.0,1.0,1.0,2,1125,21.302,10.651,Private room,0.0,9.388789785,51,strict,2.15,80.0,8.0,8.0,9.388789785,2,3,f,f
5081,Centro,15,f,f,1.0,1.0,1.0,1,1125,58.5805,58.5805,Entire_home/apt,140.831846775,32.8607642475,2,moderate,2.0,80.0,9.0,8.0,0.0,1,4,f,t
5082,Centro,7,t,t,1.0,1.0,2.0,2,1125,79.8825,79.8825,Entire_home/apt,187.7757957,20.655337527,50,strict,2.4,88.0,9.0,9.0,0.0,1,4,f,f
5083,Centro,15,t,t,1.0,2.0,4.0,3,1125,74.557,74.557,Entire_home/apt,93.88789785,28.166369355,0,strict,0.0,0.0,0.0,0.0,14.0831846775,1,4,f,f
5084,Centro,0,f,f,1.0,1.0,1.0,2,1125,53.255,26.6275,Entire_home/apt,0.0,18.77757957,49,strict,6.15,93.0,9.0,9.0,9.388789785,2,3,f,t
5085,Centro,11,f,f,1.0,2.0,4.0,2,1125,133.1375,22.1895833333,Entire_home/apt,140.831846775,37.55515914,4,strict,0.26,75.0,9.0,8.0,28.166369355,6,6,f,t
5086,Centro,16,t,f,1.0,1.0,1.0,1,1125,126.7469,18.1067,Entire_home/apt,93.88789785,28.166369355,0,strict,0.0,0.0,0.0,0.0,18.77757957,7,5,f,t
5087,Centro,7,t,t,1.0,1.0,1.0,7,1125,45.7993,45.7993,Private room,187.7757957,28.166369355,0,strict,0.0,0.0,0.0,0.0,0.0,1,2,f,f
5088,Centro,27,f,t,1.0,1.0,2.0,1,1125,159.765,159.765,Entire_home/apt,140.831846775,28.166369355,1,strict,0.51,0.0,0.0,0.0,0.0,1,4,f,f
5089,Centro,14,t,t,1.0,2.0,2.0,2,180,170.416,42.604,Entire_home/apt,187.7757957,28.166369355,40,moderate,2.14,95.0,10.0,9.0,18.77757957,4,6,f,f
5090,Centro,16,f,t,1.0,0.0,1.0,1,1125,69.2315,34.61575,Entire_home/apt,0.0,23.4719744625,1,strict,0.64,0.0,0.0,0.0,14.0831846775,2,5,f,t
5091,Centro,10,f,t,1.0,1.0,1.0,6,15,42.604,42.604,Private room,0.0,4.6943948925,63,flexible,3.49,94.0,10.0,10.0,0.0,1,2,f,f
5092,Centro,16,t,t,1.0,0.0,2.0,3,60,165.0905,82.54525,Entire_home/apt,281.66369355,28.166369355,89,strict,1.47,97.0,10.0,9.0,0.0,2,4,t,f
5093,Centro,15,t,t,1.0,1.0,2.0,2,60,74.557,37.2785,Entire_home/apt,93.88789785,28.166369355,98,moderate,3.8,95.0,10.0,10.0,6.5721528495,2,4,f,f
5094,Centro,14,t,f,1.0,1.0,2.0,2,29,126.7469,126.7469,Entire_home/apt,93.88789785,0.0,0,strict,0.0,0.0,0.0,0.0,0.0,1,4,f,t
5095,Centro,4,t,t,1.0,1.0,2.0,2,1125,52.1899,26.09495,Entire_home/apt,0.0,0.0,128,strict,5.84,95.0,10.0,10.0,9.388789785,2,4,f,f
5096,Centro,4,t,t,1.0,1.0,1.0,4,1125,95.859,95.859,Entire_home/apt,0.0,28.166369355,2,moderate,0.11,90.0,9.0,9.0,0.0,1,2,f,f
5097,Centro,10,t,t,1.0,2.0,4.0,5,90,154.4395,38.609875,Entire_home/apt,0.0,98.5822927425,23,strict,0.53,96.0,10.0,9.0,14.0831846775,4,6,f,f
5098,Centro,14,t,t,1.0,1.0,1.0,1,28,133.1375,66.56875,Entire_home/apt,93.88789785,37.55515914,6,strict,0.74,93.0,9.0,9.0,18.77757957,2,4,f,f
5099,Centro,4,t,t,1.0,0.0,1.0,4,1125,52.1899,52.1899,Entire_home/apt,0.0,28.166369355,42,moderate,1.61,91.0,9.0,9.0,0.0,1,2,f,f
5100,Centro,10,t,f,2.0,2.0,2.0,3,60,127.812,31.953,Entire_home/apt,0.0,28.166369355,5,flexible,1.97,100.0,10.0,10.0,0.0,4,5,f,t
5101,Centro,8,t,t,1.0,1.0,2.0,4,1125,101.1845,50.59225,Entire_home/apt,187.7757957,0.0,26,strict,0.47,90.0,10.0,9.0,14.0831846775,2,4,f,t
5102,Centro,9,t,t,1.0,2.0,2.0,2,14,213.02,213.02,Entire_home/apt,281.66369355,46.943948925,60,flexible,1.33,99.0,10.0,10.0,0.0,1,4,f,f
5103,Centro,8,t,f,1.0,1.0,1.0,1,1125,71.3617,35.68085,Entire_home/apt,187.7757957,37.55515914,137,strict,2.68,92.0,9.0,9.0,9.388789785,2,2,f,t
5104,Centro,6,t,t,2.0,2.0,3.0,3,1125,133.1375,66.56875,Entire_home/apt,0.0,0.0,2,strict,0.22,100.0,10.0,10.0,18.77757957,2,6,f,t
5105,Centro,1,f,f,1.0,1.0,1.0,1,1125,26.6275,26.6275,Private room,0.0,0.0,5,moderate,2.17,80.0,8.0,8.0,0.0,1,2,f,f
5106,Centro,9,t,f,1.0,0.0,1.0,2,1125,37.2785,12.4261666667,Entire_home/apt,84.499108065,23.4719744625,76,strict,3.17,76.0,7.0,8.0,9.388789785,3,4,f,t
5107,Centro,4,t,t,1.0,1.0,2.0,2,60,68.1664,34.0832,Entire_home/apt,0.0,0.0,193,strict,5.6,95.0,10.0,10.0,14.0831846775,2,3,f,t
5108,Centro,4,t,f,2.0,2.0,2.0,2,1125,127.812,63.906,Entire_home/apt,93.88789785,37.55515914,9,strict,2.41,98.0,10.0,10.0,18.77757957,2,4,f,t
5109,Centro,9,f,t,1.0,1.0,1.0,1,6,22.3671,22.3671,Private room,0.0,0.0,5,flexible,4.29,100.0,10.0,10.0,0.0,1,1,f,f
5110,Centro,2,t,t,2.0,2.0,3.0,2,1125,159.765,159.765,Entire_home/apt,375.5515914,37.55515914,111,strict,5.99,99.0,10.0,10.0,0.0,1,4,t,t
5111,Centro,3,t,t,1.0,1.0,1.0,2,1125,69.2315,69.2315,Entire_home/apt,281.66369355,23.4719744625,41,strict,4.1,98.0,10.0,10.0,0.0,1,2,t,t
5112,Centro,4,f,t,1.0,2.0,2.0,2,1125,79.8825,39.94125,Entire_home/apt,140.831846775,28.166369355,67,moderate,3.69,95.0,10.0,10.0,18.77757957,2,4,f,f
5113,Centro,3,f,t,1.0,1.0,2.0,2,1125,69.2315,34.61575,Entire_home/apt,93.88789785,18.77757957,86,strict,5.8,96.0,10.0,10.0,9.388789785,2,4,f,f
5114,Centro,9,f,t,1.0,1.0,1.0,1,1125,30.8879,15.44395,Private room,0.0,23.4719744625,20,moderate,0.91,82.0,9.0,8.0,37.55515914,2,2,f,f
5115,Centro,12,t,t,2.0,3.0,9.0,3,1125,202.369,33.7281666667,Entire_home/apt,187.7757957,89.1935029575,38,moderate,2.93,94.0,10.0,10.0,14.0831846775,6,12,f,t
5116,Centro,4,t,t,1.0,2.0,2.0,3,22,138.463,34.61575,Entire_home/apt,0.0,28.166369355,13,strict,6.39,97.0,10.0,10.0,46.943948925,4,6,f,t
5117,Centro,14,t,t,2.0,2.0,4.0,2,1125,94.7939,18.95878,Entire_home/apt,0.0,0.0,48,strict,3.52,89.0,9.0,9.0,4.6943948925,5,7,f,f
5118,Centro,22,t,f,0.5,1.0,2.0,1,30,37.2785,37.2785,Private room,0.0,0.0,4,flexible,0.13,60.0,6.0,7.0,0.0,1,2,f,f
5119,Centro,2,t,f,1.0,1.0,1.0,3,20,48.9946,48.9946,Private room,187.7757957,9.388789785,13,moderate,2.58,100.0,10.0,10.0,4.6943948925,1,2,f,t
5120,Centro,3,t,t,2.0,2.0,4.0,1,60,139.5281,27.90562,Entire_home/apt,187.7757957,33.799643226,121,strict,4.2,96.0,10.0,9.0,0.0,5,6,f,t
5121,Centro,2,f,t,1.0,2.0,3.0,2,1125,53.255,26.6275,Entire_home/apt,140.831846775,18.77757957,34,moderate,6.42,87.0,9.0,9.0,9.388789785,2,4,f,t
5122,Centro,5,f,f,2.0,3.0,4.0,1,1125,138.463,23.0771666667,Entire_home/apt,0.0,28.166369355,63,strict,2.22,91.0,10.0,9.0,14.0831846775,6,8,f,t
5123,Centro,5,f,f,1.0,2.0,3.0,1,1125,154.4395,38.609875,Entire_home/apt,0.0,28.166369355,4,strict,0.14,90.0,10.0,9.0,14.0831846775,4,6,f,t
5125,Centro,7,t,t,1.0,1.0,1.0,3,30,116.0959,58.04795,Entire_home/apt,140.831846775,23.4719744625,141,moderate,4.42,97.0,10.0,10.0,18.77757957,2,4,f,f
5126,Centro,9,t,t,2.0,2.0,2.0,2,1125,96.9241,96.9241,Entire_home/apt,187.7757957,37.55515914,117,moderate,2.51,88.0,9.0,9.0,5.633273871,1,4,f,f
5128,Centro,5,t,f,1.0,2.0,2.0,1,1125,92.6637,46.33185,Entire_home/apt,281.66369355,36.6162801615,18,moderate,4.06,94.0,10.0,10.0,11.266547742,2,4,t,t
5129,Centro,5,f,t,1.0,1.0,1.0,1,30,33.0181,33.0181,Private room,0.0,4.6943948925,94,moderate,8.6,82.0,9.0,8.0,7.511031828,1,3,f,f
5130,Centro,7,t,t,2.0,2.0,3.0,2,365,122.4865,122.4865,Entire_home/apt,187.7757957,18.77757957,30,strict,0.45,86.0,9.0,8.0,0.0,1,5,f,f
5131,Centro,12,t,t,1.0,1.0,1.0,2,1125,42.604,42.604,Private room,0.0,0.0,4,flexible,3.53,85.0,10.0,10.0,0.0,1,2,f,f
5132,Centro,11,t,f,2.0,4.0,7.0,2,1125,223.671,55.91775,Entire_home/apt,187.7757957,65.721528495,15,strict,0.62,81.0,9.0,8.0,18.77757957,4,10,f,t
5133,Centro,5,t,t,1.0,1.0,3.0,2,1125,57.5154,28.7577,Entire_home/apt,140.831846775,18.77757957,77,moderate,2.2,94.0,10.0,9.0,14.0831846775,2,5,f,f
5134,Centro,20,t,t,1.0,1.0,4.0,1,1125,106.51,106.51,Private room,0.0,0.0,15,moderate,0.46,87.0,9.0,9.0,0.0,1,4,f,f
5135,Centro,3,t,t,2.0,2.0,3.0,2,1125,60.7107,30.35535,Entire_home/apt,93.88789785,51.6383438175,89,strict,2.13,89.0,9.0,9.0,0.0,2,5,f,t
5136,Centro,7,t,f,2.0,2.0,4.0,2,1125,138.463,46.1543333333,Entire_home/apt,187.7757957,56.33273871,4,strict,0.22,75.0,7.0,8.0,18.77757957,3,6,f,t
5137,Centro,3,t,t,1.0,1.0,2.0,3,7,42.604,42.604,Private room,93.88789785,4.6943948925,60,strict,2.23,97.0,10.0,10.0,4.6943948925,1,2,t,f
5138,Centro,3,f,t,2.0,1.0,1.0,2,90,21.302,10.651,Private room,0.0,9.388789785,106,strict,3.57,83.0,9.0,9.0,9.388789785,2,3,f,f
5139,Centro,4,f,t,1.0,2.0,3.0,1,1125,101.1845,50.59225,Entire_home/apt,187.7757957,37.55515914,75,moderate,5.37,94.0,10.0,9.0,11.266547742,2,6,f,t
5140,Centro,24,t,t,1.0,1.0,4.0,1,1125,26.6275,26.6275,Private room,0.0,0.0,27,moderate,0.8,92.0,9.0,9.0,23.4719744625,1,4,f,f
5141,Centro,9,f,t,1.0,1.0,2.0,1,1125,69.2315,34.61575,Entire_home/apt,187.7757957,23.4719744625,77,moderate,5.51,97.0,10.0,10.0,7.511031828,2,4,f,t
5142,Centro,9,t,t,1.0,1.0,2.0,3,1125,52.1899,26.09495,Entire_home/apt,0.0,18.77757957,95,strict,4.17,91.0,10.0,9.0,18.77757957,2,4,f,t
5143,Centro,6,t,t,1.0,1.0,1.0,3,1125,37.2785,37.2785,Private room,0.0,0.0,51,strict,1.09,94.0,10.0,10.0,14.0831846775,1,2,t,f
5144,Centro,12,t,t,1.0,1.0,1.0,1,28,62.8409,62.8409,Entire_home/apt,93.88789785,28.166369355,2,strict,1.25,80.0,10.0,7.0,9.388789785,1,4,f,t
5145,Centro,6,t,t,2.0,2.0,6.0,3,1125,186.3925,46.598125,Entire_home/apt,272.274903765,56.33273871,25,strict,0.97,91.0,9.0,9.0,18.77757957,4,6,f,f
5146,Centro,13,t,t,1.0,2.0,4.0,2,120,127.812,31.953,Entire_home/apt,140.831846775,32.8607642475,40,moderate,4.29,99.0,10.0,10.0,18.77757957,4,6,t,t
5147,Centro,15,f,t,1.0,1.0,2.0,1,1125,53.255,53.255,Entire_home/apt,0.0,14.0831846775,20,flexible,2.43,91.0,9.0,10.0,0.0,1,4,f,t
5148,Centro,4,t,f,2.0,1.0,4.0,1,14,61.7758,61.7758,Private room,0.0,9.388789785,75,strict,6.68,89.0,9.0,9.0,0.0,1,4,f,t
5149,Centro,10,t,t,2.0,2.0,2.0,1,28,73.4919,73.4919,Entire_home/apt,140.831846775,46.943948925,47,strict,2.2,84.0,9.0,9.0,18.77757957,1,6,f,t
5150,Centro,5,t,f,1.0,0.0,2.0,2,1125,69.2315,69.2315,Entire_home/apt,0.0,0.0,1,moderate,0.75,100.0,10.0,10.0,0.0,1,4,f,f
5151,Centro,11,t,t,1.0,2.0,2.0,3,1125,165.0905,41.272625,Entire_home/apt,0.0,72.2936813445,0,strict,0.0,0.0,0.0,0.0,0.0,4,4,f,t
5152,Centro,12,t,t,1.0,1.0,2.0,2,1125,52.1899,26.09495,Private room,0.0,14.0831846775,66,strict,5.44,95.0,9.0,9.0,9.388789785,2,3,t,t
5153,Centro,13,t,t,2.0,2.0,2.0,1,30,62.8409,62.8409,Entire_home/apt,140.831846775,46.943948925,25,strict,1.22,86.0,9.0,9.0,18.77757957,1,6,f,t
5154,Centro,6,t,f,1.0,1.0,1.0,2,30,40.4738,40.4738,Entire_home/apt,0.0,28.166369355,59,strict,3.38,77.0,8.0,8.0,0.0,1,3,f,t
5155,Centro,0,t,t,1.0,0.0,2.0,1,30,73.4919,36.74595,Entire_home/apt,0.0,14.0831846775,266,moderate,7.6,95.0,10.0,10.0,14.0831846775,2,4,f,t
5156,Centro,2,f,t,1.0,1.0,2.0,3,1125,85.208,42.604,Entire_home/apt,87.3157450005,37.55515914,24,moderate,1.8,95.0,10.0,10.0,14.0831846775,2,2,f,t
5157,Centro,4,t,f,2.0,2.0,3.0,3,60,191.718,63.906,Entire_home/apt,0.0,46.943948925,6,flexible,2.37,100.0,10.0,10.0,23.4719744625,3,5,f,f
5158,Centro,5,t,t,2.0,2.0,3.0,1,1125,106.51,26.6275,Entire_home/apt,0.0,37.55515914,5,strict,3.57,92.0,10.0,10.0,0.0,4,6,f,t
5159,Centro,8,t,t,1.0,2.0,2.0,3,1125,117.161,39.0536666667,Entire_home/apt,0.0,37.55515914,22,moderate,0.73,89.0,9.0,9.0,18.77757957,3,5,f,t
5160,Centro,25,f,t,1.0,1.0,3.0,2,1125,181.067,181.067,Entire_home/apt,140.831846775,28.166369355,3,strict,0.31,87.0,10.0,10.0,0.0,1,6,f,f
5161,Centro,6,t,t,1.0,3.0,4.0,3,1125,138.463,34.61575,Entire_home/apt,0.0,37.55515914,33,moderate,1.06,89.0,9.0,9.0,18.77757957,4,6,f,t
5162,Centro,5,t,f,1.0,0.0,2.0,2,29,84.1429,28.0476333333,Entire_home/apt,93.88789785,0.0,1,strict,1.0,100.0,10.0,10.0,0.0,3,4,f,t
5163,Centro,2,t,f,1.0,1.0,1.0,2,1125,79.8825,39.94125,Entire_home/apt,0.0,0.0,116,flexible,2.22,97.0,10.0,10.0,0.0,2,2,t,f
5164,Centro,10,t,f,1.0,1.0,1.0,2,1125,95.859,47.9295,Entire_home/apt,187.7757957,0.0,11,strict,0.59,93.0,10.0,9.0,9.388789785,2,4,t,f
5165,Centro,1,t,t,1.0,1.0,1.0,3,1125,105.4449,105.4449,Entire_home/apt,422.495540325,46.943948925,64,flexible,2.67,97.0,10.0,10.0,0.0,1,2,t,t
5166,Centro,29,t,t,1.0,1.0,1.0,5,1125,186.3925,93.19625,Entire_home/apt,563.3273871,37.55515914,0,strict,0.0,0.0,0.0,0.0,70.4159233875,2,3,f,f
5167,Centro,2,t,f,2.0,2.0,3.0,2,1125,95.859,23.96475,Entire_home/apt,178.387005915,46.0050699465,6,strict,6.0,97.0,10.0,10.0,9.388789785,4,6,f,t
5168,Centro,8,t,f,1.0,0.0,1.0,2,1125,105.4449,52.72245,Entire_home/apt,140.831846775,46.0050699465,5,strict,0.9,100.0,10.0,10.0,14.0831846775,2,5,t,t
5169,Centro,7,t,f,1.0,0.0,1.0,2,1125,53.255,53.255,Entire_home/apt,93.88789785,28.166369355,3,strict,1.17,87.0,9.0,9.0,0.0,1,2,f,t
5170,Centro,8,t,t,1.0,1.0,1.0,1,28,62.8409,62.8409,Entire_home/apt,93.88789785,28.166369355,41,strict,1.91,84.0,9.0,9.0,14.0831846775,1,4,f,t
5171,Centro,2,t,t,1.0,1.0,2.0,2,1125,51.1248,51.1248,Private room,0.0,7.511031828,18,moderate,4.54,97.0,10.0,10.0,14.0831846775,1,3,f,f
5172,Centro,1,t,t,2.0,3.0,6.0,2,1125,266.275,66.56875,Entire_home/apt,281.66369355,37.55515914,21,strict,2.66,91.0,10.0,9.0,9.388789785,4,7,f,t
5173,Centro,12,t,f,2.0,2.0,3.0,3,60,202.369,202.369,Entire_home/apt,0.0,37.55515914,0,flexible,0.0,0.0,0.0,0.0,0.0,1,4,t,f
5174,Centro,9,f,f,2.0,1.0,1.0,2,1125,47.9295,47.9295,Private room,0.0,0.0,0,strict,0.0,0.0,0.0,0.0,9.388789785,1,2,f,f
5175,Centro,16,t,f,1.0,1.0,1.0,1,50,42.604,42.604,Private room,0.0,0.0,4,flexible,1.05,90.0,9.0,9.0,0.0,1,1,f,f
5176,Centro,15,t,t,2.0,2.0,4.0,3,1125,159.765,53.255,Entire_home/apt,140.831846775,37.55515914,10,strict,0.29,70.0,7.0,7.0,9.388789785,3,6,f,f
5177,Centro,8,t,t,2.0,2.0,4.0,3,1125,120.3563,60.17815,Entire_home/apt,281.66369355,48.821706882,12,strict,0.49,91.0,10.0,9.0,10.3276687635,2,6,f,f
5178,Centro,11,t,t,1.0,1.0,1.0,3,1125,74.557,74.557,Entire_home/apt,140.831846775,42.2495540325,8,strict,2.07,95.0,10.0,9.0,0.0,1,2,f,t
5179,Centro,13,t,t,2.0,1.0,1.0,3,1125,45.7993,45.7993,Private room,0.0,0.0,40,moderate,0.95,94.0,9.0,9.0,0.0,1,2,f,f
5180,Centro,17,t,t,1.0,1.0,2.0,2,90,101.1845,50.59225,Entire_home/apt,0.0,28.166369355,9,moderate,1.29,82.0,8.0,8.0,9.388789785,2,4,f,t
5181,Centro,12,t,t,2.0,2.0,2.0,1,28,119.2912,119.2912,Entire_home/apt,187.7757957,46.943948925,4,strict,1.76,90.0,10.0,10.0,18.77757957,1,6,f,t
5182,Centro,10,t,f,1.0,1.0,2.0,1,1125,58.5805,19.5268333333,Entire_home/apt,187.7757957,7.511031828,106,strict,5.44,88.0,9.0,9.0,14.0831846775,3,3,f,t
5183,Centro,8,t,t,1.0,1.0,2.0,3,1125,115.0308,57.5154,Entire_home/apt,0.0,72.2936813445,0,strict,0.0,0.0,0.0,0.0,15.9609426345,2,4,f,t
5184,Centro,0,t,t,1.0,1.0,1.0,2,14,58.5805,58.5805,Private room,187.7757957,0.0,100,moderate,1.67,99.0,10.0,10.0,14.0831846775,1,2,t,f
5185,Centro,4,t,t,1.0,1.0,2.0,1,1125,76.6872,38.3436,Entire_home/apt,93.88789785,23.4719744625,185,strict,4.29,96.0,10.0,10.0,14.0831846775,2,4,f,t
5186,Centro,2,t,t,1.0,0.0,2.0,1,1125,73.4919,36.74595,Entire_home/apt,93.88789785,18.77757957,81,strict,6.68,92.0,9.0,9.0,9.388789785,2,4,f,t
5187,Centro,5,t,t,2.0,2.0,5.0,3,1125,138.463,69.2315,Entire_home/apt,187.7757957,37.55515914,51,moderate,1.66,94.0,10.0,9.0,23.4719744625,2,6,f,t
5188,Centro,1,t,t,1.0,1.0,1.0,7,1125,85.208,85.208,Entire_home/apt,0.0,0.0,1,flexible,0.05,80.0,10.0,8.0,0.0,1,4,f,f
5189,Centro,8,t,t,2.0,2.0,3.0,3,1125,138.463,138.463,Entire_home/apt,187.7757957,37.55515914,32,moderate,4.71,99.0,10.0,10.0,0.0,1,4,t,f
5190,Centro,14,t,t,1.0,1.0,1.0,1,28,62.8409,62.8409,Entire_home/apt,93.88789785,32.8607642475,46,strict,1.84,92.0,10.0,9.0,9.388789785,1,4,f,t
5191,Centro,0,t,t,1.0,2.0,3.0,1,1125,77.7523,38.87615,Entire_home/apt,187.7757957,32.8607642475,54,moderate,5.11,98.0,10.0,10.0,11.266547742,2,6,f,t
5192,Centro,12,t,f,2.0,2.0,5.0,2,1125,159.765,159.765,Entire_home/apt,187.7757957,0.0,11,strict,0.3,96.0,10.0,10.0,9.388789785,1,6,t,f
5193,Centro,8,t,t,4.0,4.0,7.0,2,1125,394.087,394.087,Entire_home/apt,469.43948925,65.721528495,6,strict,6.0,100.0,10.0,10.0,0.0,1,8,f,f
5194,Centro,16,t,f,1.0,1.0,2.0,1,1125,39.4087,39.4087,Private room,0.0,0.0,0,strict,0.0,0.0,0.0,0.0,21.5942165055,1,2,f,f
